rule;n;n_pos;n_neg;subset;acc;acc_std;rec;rec_std;prec;prec_std;fscore;fscore_std
Missing a Javadoc comment.;2976;99;2877;0.2;0.9968749999999998;0.00021515874453741167;0.9484848484848486;0.003030303030303017;0.9572238267378179;0.005840919875917277;0.9528221717851887;0.0031556910785789658
Parameter should be final;2976;99;2877;0.2;0.9955309139784948;0.00036962365591399155;0.913131313131313;0.006700252101728097;0.9506012038073909;0.006537261482159546;0.9314769510175738;0.005665253615027513
Class designed for extension without Javadoc;2975;130;2845;0.2;0.9968403361344539;0.00016467157934678945;0.9592307692307692;0.0035250582268890954;0.9681741949910554;0.0022145626575080907;0.963676518327681;0.0019300237675694473
'}' should be on the same line as the next part of a multi-block statement;2976;11;2965;0.2;0.9991263440860216;0.00016461624615474256;0.909090909090909;1.1102230246251565e-16;0.8636363636363636;0.03711348095126024;0.8853754940711461;0.019363555278918403
Hidden field;2976;29;2947;0.2;0.9927083333333334;0.0003990034303440028;0.5862068965517241;0.0;0.6379353009697837;0.02770627418923016;0.6106870930373652;0.012862974033592073
Symbol is not followed by whitespace.;2976;40;2936;0.2;0.9904569892473118;0.0007238124740772238;0.7274999999999999;0.023584952830141503;0.6251518758065276;0.025946930004529963;0.6722024640437927;0.021638105407195157
Name must match pattern '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$';2976;5;2971;0.2;0.9998319892473118;0.00022541007837701335;1.0;0.0;0.9214285714285714;0.10160280139691365;0.956060606060606;0.05767535245658875
Expected @param tag;2975;24;2951;0.2;0.99290756302521;0.0005908704481091361;0.5750000000000001;0.058333333333333334;0.5576687105165367;0.03315333435021762;0.5657839433645799;0.044320625748402204
Avoid inline conditionals.;2976;6;2970;0.2;0.9997983870967742;0.00016461624615479693;1.0;0.0;0.9142857142857143;0.06998542122237654;0.9538461538461538;0.037684457581279696
Symbol is followed by whitespace.;2976;6;2970;0.2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
Symbol is preceded with whitespace.;2976;6;2970;0.2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
"switch without ""default"" clause.";2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Symbol is not preceded with whitespace.;2976;3;2973;0.2;0.9998319892473118;0.00016801075268818577;0.8333333333333334;0.16666666666666669;1.0;0.0;0.9000000000000001;0.09999999999999998
Unused import;2975;1;2974;0.2;0.9989915966386554;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Expected an @return tag.;2976;15;2961;0.2;0.9982862903225806;0.00010080645161291145;0.9266666666666667;0.019999999999999997;0.7764705882352941;0.003921568627451;0.8448863636363637;0.010795454545454553
Avoid nested blocks.;2976;2;2974;0.2;0.9986559139784946;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Magic number;2976;1;2975;0.2;0.9993951612903226;0.00025145546954124447;0.0;0.0;0.0;0.0;0.0;0.0
Symbol should be on a new line.;2975;1;2974;0.2;0.9996638655462183;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
File does not end with a newline.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'public' modifier.;2976;2;2974;0.2;0.9996975806451612;0.00035081675097146296;1.0;0.0;0.7733333333333333;0.23842072989663554;0.8504761904761905;0.16196357475211906
Expected @throws tag;2976;9;2967;0.2;0.9996975806451612;0.00023521505376346006;0.9;0.07777777777777778;1.0;0.0;0.9455882352941177;0.043525437020437444
'static' modifier out of order with the JLS suggestions.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
First sentence should end with a period.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'private' modifier.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'if' construct must use '{}'s.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utility classes should not have a public or default constructor.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unknown tag;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Class should be declared as final;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'else' construct must use '{}'s.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'for' construct must use '{}'s.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'protected' modifier out of order with the JLS suggestions.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Method length greater than 150;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Inner assignments should be avoided.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unclosed HTML tag found;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Comment matches to-do format 'TODO:'.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'final' modifier.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Expression can be simplified.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Extra HTML tag found;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'public' modifier out of order with the JLS suggestions.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Array brackets at illegal position.;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unused @param tag;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unable to get class information for @throws tag;2975;0;2975;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Any;4959;1682;3277;0.3;0.9751562815083685;0.0007370706546681485;0.9585612366230679;0.0018810097526226165;0.9678843024432263;0.0010499296906967678;0.963199066007757;0.0011130105819575342
Line is longer than 80 characters;4959;339;4620;0.3;0.9935067553942328;0.00021718753003165402;0.9410029498525073;0.00263842829203515;0.9631697623110081;0.002166633588790936;0.9519539411669115;0.0016235372105947948
Line has trailing spaces.;4959;317;4642;0.3;0.9904012905827788;0.00024198427102239958;0.9126182965299685;0.0014456074747494674;0.9356587531747416;0.0038782441133268196;0.9239892547073276;0.0017671529244905739
'{' should be on the previous line.;4959;493;4466;0.3;0.999435370034281;0.0001209921355111998;0.9997971602434077;0.0006085192697768638;0.9945527859237536;0.0009209803016883846;0.9971678340285651;0.0006066749612301113
File contains tab characters (this is the first instance).;4959;23;4936;0.3;0.9942730389191368;0.00030180741171799923;0.808695652173913;0.021299910806810228;0.4370805228363368;0.016213931612741962;0.5672681479090611;0.0158587086054894
Variable must be private and have accessor methods;4959;79;4880;0.3;0.9996773543053032;0.00020564708665429013;0.9873417721518989;1.1102230246251565e-16;0.9925304735114862;0.012645293927430891;0.9898887860362452;0.006347046636500455
