rule;n;n_pos;n_neg;subset;acc;acc_std;rec;rec_std;prec;prec_std;fscore;fscore_std
"switch without ""default"" clause.";4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Symbol is not preceded with whitespace.;4537;4;4533;0.1;0.9989199911836015;6.612298875907639e-05;0.0;0.0;0.0;0.0;0.0;0.0
Unused import;4537;4;4533;0.1;0.998567335243553;0.0001777001928212152;0.0;0.0;0.0;0.0;0.0;0.0
Expected an @return tag.;4537;25;4512;0.1;0.9964073176107562;0.00027966889002533924;0.792;0.016000000000000014;0.6420179156706671;0.026175799585502587;0.7087199808781584;0.01583370069886964
Avoid nested blocks.;4536;0;4536;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Magic number;4538;3;4535;0.1;0.9986998677831643;0.00011866824167330163;0.3;0.09999999999999999;0.19;0.066332495807108;0.23214285714285712;0.07865255551980445
Symbol should be on a new line.;4537;6;4531;0.1;0.9987877452060834;0.00011020498126518286;0.33333333333333337;5.551115123125783e-17;0.5833333333333333;0.08333333333333331;0.4222222222222222;0.0222222222222222
File does not end with a newline.;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'public' modifier.;4538;4;4534;0.1;0.9980387836051123;0.0002300640482351345;0.0;0.0;0.0;0.0;0.0;0.0
Expected @throws tag;4538;8;4530;0.1;0.9990965182899956;6.61084178051996e-05;0.7375;0.0375;0.7464285714285714;0.01071428571428571;0.7416666666666667;0.025000000000000012
'static' modifier out of order with the JLS suggestions.;4538;2;4536;0.1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
First sentence should end with a period.;4537;7;4530;0.1;0.9966718095657925;0.00020793434278281966;0.14285714285714285;0.09035079029052512;0.09492424242424242;0.05416539519592694;0.11360853113175096;0.06712708425819609
Redundant 'private' modifier.;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'if' construct must use '{}'s.;4538;10;4528;0.1;0.999779638607316;0.0;0.9;0.0;1.0;0.0;0.9473684210526316;0.0
Utility classes should not have a public or default constructor.;4536;0;4536;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unknown tag;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Class should be declared as final;4536;0;4536;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'else' construct must use '{}'s.;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'for' construct must use '{}'s.;4537;2;4535;0.1;0.999294688119903;0.00016493971288402648;0.0;0.0;0.0;0.0;0.0;0.0
'protected' modifier out of order with the JLS suggestions.;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Method length greater than 150;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Inner assignments should be avoided.;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unclosed HTML tag found;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Comment matches to-do format 'TODO:'.;4537;0;4537;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
